Name,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
Naze,28.3667,129.4833,24.78,85,95,2.37,JP,2021-08-25 20:51:24
Kentau,43.5206,68.5094,26.64,21,5,3.39,KZ,2021-08-25 20:51:25
São Miguel do Araguaia,-13.275,-50.1628,32.88,19,14,1.94,BR,2021-08-25 20:51:25
Ixtapa,20.7,-105.2,30.68,81,62,2.24,MX,2021-08-25 20:49:17
Doha,25.2867,51.5333,37.99,32,0,1.54,QA,2021-08-25 20:47:13
Hamilton,39.1834,-84.5333,32.22,76,90,0.89,US,2021-08-25 20:51:26
Ngama,11.7833,17.1667,26.17,75,98,1.7,TD,2021-08-25 20:51:26
Toamasina,-18.1667,49.3833,19.0,94,20,0.0,MG,2021-08-25 20:51:27
Elizabethtown,37.694,-85.8591,33.34,53,1,2.57,US,2021-08-25 20:51:27
Juneau,58.3019,-134.4197,14.91,91,90,5.14,US,2021-08-25 20:51:28
Mitsamiouli,-11.3847,43.2844,24.31,75,6,1.41,KM,2021-08-25 20:51:28
Safford,32.834,-109.7076,38.3,20,49,1.56,US,2021-08-25 20:51:29
Kununurra,-15.7667,128.7333,19.25,24,4,3.0,AU,2021-08-25 20:51:29
San Cristobal,7.7669,-72.225,28.1,63,89,2.57,VE,2021-08-25 20:51:30
Hobyo,5.3505,48.5268,25.21,88,94,10.59,SO,2021-08-25 20:51:30
Kahului,20.8947,-156.47,29.01,51,40,9.26,US,2021-08-25 20:51:38
Oussouye,12.485,-16.5469,23.1,90,100,3.86,SN,2021-08-25 20:51:47
Peachland,49.7665,-119.7357,26.3,40,100,0.45,CA,2021-08-25 20:51:48
Bandarbeyla,9.4942,50.8122,24.89,87,38,13.56,SO,2021-08-25 20:51:48
La Santisima Trinidad,-14.8333,-64.9,30.99,66,90,1.03,BO,2021-08-25 20:51:49
Maceió,-9.6658,-35.7353,25.69,73,20,5.14,BR,2021-08-25 20:51:49
Makubetsu,45.3714,141.8211,18.41,94,100,2.84,JP,2021-08-25 20:51:49
Mildura,-34.2,142.15,1.98,93,9,3.6,AU,2021-08-25 20:51:50
Mangai,-4.05,19.5333,25.77,64,70,0.5,CD,2021-08-25 20:51:50
Lincoln,40.8,-96.667,31.21,55,40,4.12,US,2021-08-25 20:51:51
Cristalina,-16.7686,-47.6136,23.69,26,10,2.0,BR,2021-08-25 20:51:12
Touros,-5.1989,-35.4608,27.5,78,27,7.95,BR,2021-08-25 20:51:51
Beian,63.6559,9.5683,12.23,82,75,7.2,NO,2021-08-25 20:51:52
Yorkton,51.2167,-102.4677,15.91,55,90,2.06,CA,2021-08-25 20:49:01
Cantilan,9.3336,125.9775,24.49,87,93,1.97,PH,2021-08-25 20:51:53
Tyukod,47.8538,22.5633,15.05,65,100,2.2,HU,2021-08-25 20:51:53
Ponta Delgada,37.7333,-25.6667,21.4,64,20,3.6,PT,2021-08-25 20:51:54
Tromsø,69.6496,18.957,8.01,81,0,0.51,NO,2021-08-25 20:51:54
Vaxjo,56.8777,14.8091,13.22,76,90,4.63,SE,2021-08-25 20:51:54
Caraballeda,10.6112,-66.8522,30.04,79,95,3.09,VE,2021-08-25 20:51:56
Kavaratti,10.5669,72.642,27.14,79,100,5.23,IN,2021-08-25 20:51:57
San Luis,-33.295,-66.3356,16.6,17,0,3.21,AR,2021-08-25 20:51:59
Tortolì,39.9256,9.6572,24.99,78,0,1.03,IT,2021-08-25 20:51:59
Orotukan,62.2667,151.7,11.38,95,100,1.81,RU,2021-08-25 20:52:00
Kalmunai,7.4167,81.8167,27.07,75,100,2.19,LK,2021-08-25 20:52:00
Aldan,58.6031,125.3894,9.16,98,100,0.98,RU,2021-08-25 20:52:01
Dalmau,26.0667,81.0333,28.41,77,100,5.12,IN,2021-08-25 20:52:02
Ibirama,-27.0569,-49.5178,22.59,54,55,1.57,BR,2021-08-25 20:52:03
Zyryanskoye,56.8306,86.6258,13.79,85,33,2.23,RU,2021-08-25 20:52:03
Oława,50.9466,17.2926,16.57,62,86,3.06,PL,2021-08-25 20:52:04
Laguna,38.421,-121.4238,34.8,34,1,1.79,US,2021-08-25 20:52:04
Maxixe,-23.8597,35.3472,20.42,94,1,0.9,MZ,2021-08-25 20:52:05
Mendeleyevo,56.0333,37.2167,14.11,88,75,4.0,RU,2021-08-25 20:52:05
Kaitong,44.8135,123.15,16.42,93,96,1.86,CN,2021-08-25 20:52:06
Cuyo,10.8525,121.0086,28.02,74,100,4.73,PH,2021-08-25 20:52:06
Chauk,20.8833,94.8167,26.35,84,89,4.44,MM,2021-08-25 20:52:07
Daru,-9.0763,143.2092,24.75,90,91,5.98,PG,2021-08-25 20:52:07
Faya,18.3851,42.4509,22.29,38,100,1.84,SA,2021-08-25 20:52:08
Sorong,-0.8833,131.25,24.27,91,100,4.09,ID,2021-08-25 20:52:08
Souillac,-20.5167,57.5167,20.21,77,75,4.63,MU,2021-08-25 20:52:08
Nyurba,63.2842,118.3319,12.67,96,99,4.27,RU,2021-08-25 20:52:09
Santiago,-33.4569,-70.6483,14.69,47,75,2.57,CL,2021-08-25 20:46:06
Turka,49.1541,23.0297,7.36,94,88,0.89,UA,2021-08-25 20:52:09
Dicabisagan,17.0818,122.4157,25.48,85,4,1.42,PH,2021-08-25 20:52:10
Mnogovershinnyy,53.9353,139.9242,14.58,96,97,0.93,RU,2021-08-25 20:52:11
Diamantina,-18.2494,-43.6003,19.0,39,0,2.5,BR,2021-08-25 20:52:11
Savonlinna,61.8699,28.88,11.03,93,90,5.14,FI,2021-08-25 20:52:11
Itarema,-2.9248,-39.9167,26.11,76,76,7.59,BR,2021-08-25 20:52:13
Boulder City,35.9786,-114.8325,40.06,8,1,4.63,US,2021-08-25 20:52:14
Salto,-31.3833,-57.9667,16.09,63,75,3.09,UY,2021-08-25 20:52:08
Ust'-Ishim,57.6935,71.1665,19.01,60,26,2.0,RU,2021-08-25 20:52:14
Platteville,42.7342,-90.4785,30.26,83,90,0.0,US,2021-08-25 20:47:38
Vila Franca do Campo,37.7167,-25.4333,21.23,75,12,4.79,PT,2021-08-25 20:52:15
Khovd,48.0056,91.6419,12.55,53,34,0.78,MN,2021-08-25 20:52:16
Kalabo,-14.97,22.6814,20.79,27,9,2.95,ZM,2021-08-25 20:52:16
Kharan,28.5833,65.4167,27.22,13,3,2.5,PK,2021-08-25 20:52:17
Omsukchan,62.5333,155.8,11.18,86,100,3.42,RU,2021-08-25 20:52:17
Boone,39.0334,-92.3335,37.04,55,50,2.24,US,2021-08-25 20:52:18
Lourdes,43.1,-0.05,19.51,88,40,2.57,FR,2021-08-25 20:52:18
Danilov,58.1908,40.1717,8.03,85,22,2.08,RU,2021-08-25 20:52:19
Samarai,-10.6167,150.6667,26.2,83,67,5.89,PG,2021-08-25 20:52:20
La Ronge,55.1001,-105.2842,18.14,42,75,4.12,CA,2021-08-25 20:52:20
Vysokogornyy,50.1167,139.15,16.43,93,0,0.83,RU,2021-08-25 20:52:20
Verkhoyansk,67.5447,133.385,12.35,59,13,2.04,RU,2021-08-25 20:52:21
Caucayá,-0.1934,-74.7819,25.59,79,100,1.19,CO,2021-08-25 20:52:21
Biak,-0.9131,122.8766,23.21,87,62,3.33,ID,2021-08-25 20:52:22
Corbélia,-24.7989,-53.3067,24.64,35,74,6.56,BR,2021-08-25 20:52:22
Cedar City,37.6775,-113.0619,27.54,18,90,6.17,US,2021-08-25 20:47:42
Nogliki,51.8333,143.1667,14.89,92,5,2.54,RU,2021-08-25 20:52:24
Aksarka,66.5606,67.7975,7.28,91,100,8.17,RU,2021-08-25 20:52:24
Bandrele,-12.9067,45.1914,23.86,78,0,3.09,YT,2021-08-25 20:52:25
Zavallya,48.2135,30.0156,17.53,66,97,3.74,UA,2021-08-25 20:52:26
Kysyl-Syr,63.8986,122.7617,12.71,88,95,3.88,RU,2021-08-25 20:52:26
Airai,-8.9266,125.4092,13.19,87,40,1.52,TL,2021-08-25 20:52:27
Chui,-33.6971,-53.4616,12.27,85,100,5.64,UY,2021-08-25 20:51:10
Umabay,12.3095,123.6796,25.24,88,98,4.7,PH,2021-08-25 20:52:27
Ust'-Barguzin,53.45,108.9833,9.48,89,99,0.53,RU,2021-08-25 20:52:29
Mogadishu,2.0371,45.3438,24.72,85,47,8.09,SO,2021-08-25 20:52:29
Cabedelo,-6.9811,-34.8339,26.37,81,30,6.73,BR,2021-08-25 20:52:30
Havre-St-Pierre,50.2334,-63.5986,20.2,73,90,4.12,CA,2021-08-25 20:52:30
Byron Bay,-28.65,153.6167,10.1,66,18,2.9,AU,2021-08-25 20:52:31
Sarangani,5.4033,125.4636,27.31,76,99,1.71,PH,2021-08-25 20:52:32
Benguela,-12.5763,13.4055,20.81,78,6,1.29,AO,2021-08-25 20:52:32
Tuatapere,-46.1333,167.6833,11.57,88,100,3.15,NZ,2021-08-25 20:52:33
Lewistown,40.5992,-77.5714,33.99,48,1,2.06,US,2021-08-25 20:52:33
Quryq,43.2,51.65,25.58,47,0,4.63,KZ,2021-08-25 20:52:34
Bairiki Village,1.3292,172.9752,29.0,70,75,3.6,KI,2021-08-25 20:52:34
Tessalit,20.1986,1.0114,35.83,19,76,2.23,ML,2021-08-25 20:52:34
Victoria Point,-27.5833,153.3,11.86,73,96,1.34,AU,2021-08-25 20:52:35
Makakilo City,21.3469,-158.0858,28.18,62,75,3.09,US,2021-08-25 20:52:35
Gorontalo,0.5412,123.0595,22.7,96,57,1.23,ID,2021-08-25 20:52:36
Linxia Chengguanzhen,35.6003,103.2064,10.44,59,54,2.03,CN,2021-08-25 20:52:36
Tautira,-17.7333,-149.15,28.01,66,21,6.79,PF,2021-08-25 20:52:37
Surgut,61.25,73.4167,18.1,100,0,2.0,RU,2021-08-25 20:52:37
Ossora,59.2353,163.0719,15.49,78,100,1.4,RU,2021-08-25 20:52:38
Kemlya,54.6963,45.2424,15.37,47,100,2.3,RU,2021-08-25 20:52:38
Timmins,48.4669,-81.3331,27.9,57,75,2.57,CA,2021-08-25 20:48:50
Dunedin,-45.8742,170.5036,9.33,76,92,1.96,NZ,2021-08-25 20:47:39
Hūn,29.1268,15.9477,29.12,25,0,3.84,LY,2021-08-25 20:52:39
Agua Blanca,14.5,-89.65,29.33,68,92,3.22,GT,2021-08-25 20:52:40
Peleduy,59.6289,112.7406,11.96,74,88,2.62,RU,2021-08-25 20:52:40
Cururupu,-1.8283,-44.8683,25.07,89,100,1.81,BR,2021-08-25 20:52:40
Cho Dok,10.7,105.1167,24.42,92,100,2.5,VN,2021-08-25 20:52:41
Ati,13.2154,18.3353,26.88,70,77,6.46,TD,2021-08-25 20:52:41
Fort Nelson,58.8053,-122.7002,19.77,56,75,2.57,CA,2021-08-25 20:48:08
Coquimbo,-29.9533,-71.3436,15.85,51,20,6.17,CL,2021-08-25 20:55:10
Hay River,60.8156,-115.7999,23.99,38,20,6.17,CA,2021-08-25 20:52:42
Okhotsk,59.3833,143.3,13.36,97,100,1.64,RU,2021-08-25 20:52:43
Kayseri Province,38.737,35.4968,16.01,59,0,2.06,TR,2021-08-25 20:52:43
Goderich,43.7501,-81.7165,31.06,65,32,4.12,CA,2021-08-25 20:52:40
Turtas,58.9417,69.1325,18.99,60,13,2.4,RU,2021-08-25 20:52:44
North Augusta,33.5018,-81.9651,33.62,55,20,4.12,US,2021-08-25 20:52:44
Denizli Province,37.8402,29.0698,25.05,32,0,1.25,TR,2021-08-25 20:52:45
Birao,10.2849,22.7882,21.35,96,77,4.41,CF,2021-08-25 20:52:45
Mana,5.6592,-53.7767,27.8,75,52,4.43,GF,2021-08-25 20:52:46
Guane,22.2025,-84.0875,33.65,41,46,4.24,CU,2021-08-25 20:52:46
Pangnirtung,66.1451,-65.7125,6.0,93,90,5.66,CA,2021-08-25 20:52:46
Takoradze,4.8845,-1.7554,25.06,88,100,2.54,GH,2021-08-25 20:52:47
Thinadhoo,0.5333,72.9333,27.46,78,91,5.77,MV,2021-08-25 20:48:00
Verkhnyaya Inta,65.9811,60.3094,9.18,80,100,3.85,RU,2021-08-25 20:52:47
La Palma,33.8464,-118.0467,40.41,51,20,2.68,US,2021-08-25 20:52:48
Kargopol',61.5071,38.9456,8.94,91,100,1.44,RU,2021-08-25 20:52:48
Tazovsky,67.4667,78.7,5.04,90,86,1.92,RU,2021-08-25 20:52:49
Bandundu Province,-3.3167,17.3667,28.68,53,58,1.48,CD,2021-08-25 20:52:49
Ouango,4.3133,22.5552,24.69,80,83,1.43,CF,2021-08-25 20:52:49
Robe,-37.1833,139.75,10.22,64,100,5.28,AU,2021-08-25 20:52:50
Viedma,-40.8135,-62.9967,14.11,30,7,6.83,AR,2021-08-25 20:52:50
Kongolo,-5.3833,27.0,28.79,28,41,0.71,CD,2021-08-25 20:52:51
Balabac,7.9868,117.0645,26.65,75,97,0.56,PH,2021-08-25 20:52:51
Shahreza,32.0339,51.8794,23.33,16,0,2.71,IR,2021-08-25 20:52:52
Portel,-1.9356,-50.8211,29.64,62,91,1.9,BR,2021-08-25 20:52:52
Atar,20.5169,-13.0499,39.23,17,72,2.66,MR,2021-08-25 20:52:52
Camopi,3.1655,-52.3158,27.13,68,98,0.99,GF,2021-08-25 20:52:53
Vila Velha,-20.3297,-40.2925,23.97,78,20,9.26,BR,2021-08-25 20:52:53
Bilma,18.6853,12.9164,34.86,24,34,4.35,NE,2021-08-25 20:52:53
Kudahuvadhoo,2.6708,72.8944,27.91,73,88,6.88,MV,2021-08-25 20:52:54
Kailua,21.4022,-157.7394,28.99,68,90,6.17,US,2021-08-25 20:52:55
Yeppoon,-23.1333,150.7333,3.88,54,2,2.71,AU,2021-08-25 20:52:55
El Alto,-4.2714,-81.2147,21.81,70,16,11.41,PE,2021-08-25 20:52:56
Villa del Rosario,7.8339,-72.4742,31.21,55,40,4.63,CO,2021-08-25 20:52:56
Alamogordo,32.8995,-105.9603,35.53,30,1,0.0,US,2021-08-25 20:49:15
Wad Medani,14.4012,33.5199,29.18,55,20,2.31,SD,2021-08-25 20:52:57
Santa Cruz de la Sierra,-17.8,-63.1667,31.13,38,46,6.92,BO,2021-08-25 20:50:46
Chiang Klang,19.2938,100.8617,22.95,99,79,0.73,TH,2021-08-25 20:52:57
Liaoyang,41.2719,123.1731,17.18,88,1,3.21,CN,2021-08-25 20:52:58
Safi,32.2994,-9.2372,20.98,81,0,4.35,MA,2021-08-25 20:52:58
Amelia,42.5523,12.4182,22.95,81,89,1.11,IT,2021-08-25 20:53:00
Tevriz,57.509,72.4042,18.49,71,40,1.15,RU,2021-08-25 20:53:01
Karlskoga,59.3267,14.5239,12.95,85,100,6.39,SE,2021-08-25 20:53:01
Tumut,-35.3,148.2167,1.55,88,12,0.95,AU,2021-08-25 20:53:02
Veinticinco de Mayo,-35.4323,-60.1727,14.17,45,1,1.14,AR,2021-08-25 20:53:03
Cayenne,4.9333,-52.3333,30.02,75,0,1.34,GF,2021-08-25 20:50:41
Coşereni,44.6833,26.5667,24.04,64,100,2.86,RO,2021-08-25 20:53:04
Portland,45.5234,-122.6762,27.49,43,40,0.45,US,2021-08-25 20:51:11
Poum,-20.2333,164.0167,23.02,79,12,7.23,NC,2021-08-25 20:53:04
Bognor Regis,50.7821,-0.6798,17.79,79,5,3.69,GB,2021-08-25 20:53:05
Lumeje,-11.55,20.7833,26.61,28,82,2.46,AO,2021-08-25 20:53:05
Sitka,57.0531,-135.33,13.21,94,100,1.51,US,2021-08-25 20:53:06
Urbana,40.1106,-88.2073,33.98,65,13,1.79,US,2021-08-25 20:53:07
Marabu,4.4148,114.0089,23.08,94,40,1.54,MY,2021-08-25 20:53:08
Gravelbourg,49.8834,-106.5512,17.15,38,40,2.87,CA,2021-08-25 20:53:08
Haysville,37.5645,-97.3523,39.88,38,1,2.24,US,2021-08-25 20:53:08
Solnechnyy,50.7214,136.6319,17.35,94,47,1.53,RU,2021-08-25 20:53:09
Shetpe,44.1667,52.1167,22.88,46,0,2.19,KZ,2021-08-25 20:53:10
Isangel,-19.55,169.2667,22.06,88,40,1.03,VU,2021-08-25 20:53:10
Luganville,-15.5333,167.1667,25.21,71,59,4.65,VU,2021-08-25 20:53:11
Kangaatsiaq,68.3065,-53.4641,5.15,92,100,6.56,GL,2021-08-25 20:53:11
Wuwei,37.9281,102.6414,15.15,30,0,2.4,CN,2021-08-25 20:53:12
Marsá Maţrūḩ,31.3525,27.2453,26.11,69,0,2.57,EG,2021-08-25 20:53:12
Malbork,54.0359,19.0266,17.75,84,100,7.73,PL,2021-08-25 20:53:12
Ancud,-41.8697,-73.8203,8.74,87,100,11.1,CL,2021-08-25 20:53:13
Yangi Marg`ilon,40.4272,71.7189,23.68,35,0,3.09,UZ,2021-08-25 20:53:13
Labuhan,-6.8844,112.2051,23.87,76,72,4.99,ID,2021-08-25 20:53:14
Ilhabela,-23.7781,-45.3581,23.47,60,1,2.64,BR,2021-08-25 20:53:14
Puerto Quijarro,-17.7833,-57.7667,38.83,14,2,2.39,BO,2021-08-25 20:53:15
Markova,48.6758,24.4138,9.74,94,99,0.54,UA,2021-08-25 20:53:15
Honningsvåg,70.9821,25.9704,3.74,77,15,2.16,NO,2021-08-25 20:53:16
Muros,42.7762,-9.0603,21.1,87,100,2.41,ES,2021-08-25 20:53:16
Qurayyat,31.3318,37.3428,30.1,30,0,6.17,SA,2021-08-25 20:53:17
Slonim,53.0867,25.3219,10.03,75,76,2.6,BY,2021-08-25 20:53:17
Adelaide,-34.9333,138.6,8.39,78,0,0.45,AU,2021-08-25 20:52:19
Wilmington,34.2257,-77.9447,32.95,66,40,5.66,US,2021-08-25 20:50:12
Iowa City,41.6611,-91.5302,31.98,66,49,1.69,US,2021-08-25 20:53:18
Lubango,-14.9172,13.4925,18.04,27,0,2.06,AO,2021-08-25 20:53:18
Turiaçu,-1.6633,-45.3717,24.55,95,95,2.0,BR,2021-08-25 20:53:19
Pochutla,15.7432,-96.4661,32.68,65,100,1.96,MX,2021-08-25 20:53:19
Pokaran,26.9167,71.9167,27.64,65,100,9.12,IN,2021-08-25 20:53:19
Nouadhibou,20.931,-17.0347,22.99,78,0,8.23,MR,2021-08-25 20:53:20
Ankpa,7.3706,7.6253,22.4,95,20,1.38,NG,2021-08-25 20:53:20
Gimli,50.6336,-96.9907,18.57,51,93,4.12,CA,2021-08-25 20:53:21
Sirte,31.2089,16.5887,26.98,58,0,4.71,LY,2021-08-25 20:53:21
Rudnichnyy,59.617,52.4703,7.39,82,0,2.0,RU,2021-08-25 20:53:22
Jinka,5.65,36.65,21.0,46,62,2.45,ET,2021-08-25 20:53:22
Barra de Tecoanapa,16.5167,-98.75,28.9,76,91,3.55,MX,2021-08-25 20:53:22
Strzelce Opolskie,50.5107,18.3006,13.23,62,33,3.15,PL,2021-08-25 20:53:23
Buala,-8.145,159.5921,26.83,81,89,3.54,SB,2021-08-25 20:53:23
Cam Ranh,11.9214,109.1591,24.98,83,20,1.03,VN,2021-08-25 20:53:24
Nipawin,53.3668,-104.0009,16.02,55,90,1.54,CA,2021-08-25 20:53:24
Bontang,0.1333,117.5,23.62,92,89,2.55,ID,2021-08-25 20:53:24
Tomohon,1.3346,124.8392,18.52,92,88,1.32,ID,2021-08-25 20:53:25
Putina,-15.4667,-69.4333,12.64,29,91,2.12,PE,2021-08-25 20:53:25
Syracuse,37.0881,15.2792,28.83,65,0,4.01,IT,2021-08-25 20:53:26
Viile Satu Mare,47.6667,22.95,16.14,82,75,1.03,RO,2021-08-25 20:53:26
Afonso Bezerra,-5.4983,-36.5056,27.59,54,45,10.73,BR,2021-08-25 20:53:26
Massakory,12.996,15.7293,27.93,68,9,1.91,TD,2021-08-25 20:53:27
Sharjah city,25.3573,55.4033,33.99,75,0,0.51,AE,2021-08-25 20:53:28
Kautokeino,69.0125,23.0412,6.76,72,84,0.16,NO,2021-08-25 20:53:28
Straumen,63.8709,11.2999,11.0,89,96,1.77,NO,2021-08-25 20:53:29
Ambulu,-8.345,113.6058,22.32,82,70,1.19,ID,2021-08-25 20:53:29
Caniço,32.6333,-16.85,24.28,87,40,0.0,PT,2021-08-25 20:53:32
Jiblah,13.9216,44.1467,19.44,66,66,1.45,YE,2021-08-25 20:53:33
Mayor Pablo Lagerenza,-19.9309,-60.7718,31.03,23,19,4.05,PY,2021-08-25 20:53:33
Kampene,-3.6,26.6667,23.05,63,0,0.58,CD,2021-08-25 20:53:34
Meulaboh,4.1363,96.1285,24.32,90,100,1.48,ID,2021-08-25 20:53:34
‘Āhuimanu,21.4447,-157.8378,28.25,67,90,6.17,US,2021-08-25 20:53:36
Karasuk,53.7377,78.0403,16.12,74,0,3.88,RU,2021-08-25 20:53:36
Urucará,-2.5364,-57.76,33.89,34,67,0.76,BR,2021-08-25 20:53:37
Plainview,40.7765,-73.4673,34.99,53,0,0.89,US,2021-08-25 20:53:37
High Level,58.5169,-117.136,23.06,40,20,5.66,CA,2021-08-25 20:53:37
Buin,-33.7333,-70.75,15.18,48,56,2.56,CL,2021-08-25 20:53:38
Rocha,-34.4833,-54.3333,10.65,83,100,4.53,UY,2021-08-25 20:49:32
Nyrob,60.733,56.7202,11.19,99,100,1.51,RU,2021-08-25 20:53:38
Pachperwa,27.5167,82.65,26.03,93,100,1.81,IN,2021-08-25 20:53:39
Puerto Escondido,15.85,-97.0667,29.27,73,84,1.99,MX,2021-08-25 20:53:39
Puerto Cabezas,14.0351,-83.3888,31.98,70,40,4.12,NI,2021-08-25 20:53:40
Farah,32.5,62.5,25.72,15,0,3.31,AF,2021-08-25 20:53:40
Ciudad de Allende,25.2833,-100.0167,33.2,47,63,3.7,MX,2021-08-25 20:53:41
Morant Bay,17.8815,-76.4093,27.79,75,100,6.63,JM,2021-08-25 20:53:41
Kovūr,14.4833,79.9833,29.6,58,70,2.55,IN,2021-08-25 20:53:42
Santiago de Chuco,-8.15,-78.1833,15.78,53,96,1.73,PE,2021-08-25 20:53:42
Santa Fe,-31.6333,-60.7,20.57,20,33,2.68,AR,2021-08-25 20:53:24
Blagoyevo,63.3667,47.9167,8.48,97,100,3.58,RU,2021-08-25 20:53:43
Keflavik,64.0049,-22.5624,14.73,100,90,11.83,IS,2021-08-25 20:53:43
Santa Maria,-29.6842,-53.8069,14.61,100,90,1.03,BR,2021-08-25 20:53:43
San Juan de Urabá,8.7592,-76.5297,27.7,79,99,2.88,CO,2021-08-25 20:53:44
Shache,38.4167,77.2406,23.69,26,20,2.67,CN,2021-08-25 20:53:46
Ainaži,57.8636,24.3578,13.37,92,100,10.49,LV,2021-08-25 20:53:46
Buraidah,26.326,43.975,35.25,13,16,4.04,SA,2021-08-25 20:53:47
Arrondissement de Mende,44.6667,3.5,12.66,77,83,1.45,FR,2021-08-25 20:53:48
Sørland,67.667,12.6934,11.24,85,28,7.45,NO,2021-08-25 20:53:48
Port-Gentil,-0.7193,8.7815,23.98,94,75,4.12,GA,2021-08-25 20:53:48
Alice Springs,-23.7,133.8833,-0.25,47,0,0.0,AU,2021-08-25 20:53:49
Ambon City,-3.6954,128.1814,23.08,94,40,1.54,ID,2021-08-25 20:53:49
Nantucket,41.2835,-70.0995,31.06,72,1,5.14,US,2021-08-25 20:52:18
Acaraú,-2.8856,-40.12,26.25,76,78,8.15,BR,2021-08-25 20:53:50
Camacha,33.0833,-16.3333,21.68,83,40,2.57,PT,2021-08-25 20:53:32
Katherine,-14.4667,132.2667,15.18,41,10,2.57,AU,2021-08-25 20:53:50
Todos Santos,23.45,-110.2167,37.23,70,75,2.84,MX,2021-08-25 20:53:50
‘Ewa Beach,21.3156,-158.0072,28.38,69,75,3.09,US,2021-08-25 20:53:51
Saint-François,46.4154,3.9054,16.21,88,0,0.0,FR,2021-08-25 20:53:52
Te Anau,-45.4167,167.7167,8.57,90,100,2.42,NZ,2021-08-25 20:53:52
Puri,19.8,85.85,26.29,76,100,5.48,IN,2021-08-25 20:53:53
Sohag,26.557,31.6948,32.16,25,0,3.17,EG,2021-08-25 20:53:53
Bisert',56.8617,59.0523,16.36,72,52,1.57,RU,2021-08-25 20:53:54
Perevolotskiy,51.8763,54.1938,22.33,38,5,2.78,RU,2021-08-25 20:53:54
Iskateley,67.6803,53.1512,6.59,87,100,5.15,RU,2021-08-25 20:53:54
Ungheni,47.2042,27.7958,15.36,94,90,1.54,MD,2021-08-25 20:53:55
Point Fortin,10.1833,-61.6833,31.96,70,7,5.72,TT,2021-08-25 20:53:55
Ochamchira,42.7121,41.4721,22.01,92,7,1.75,GE,2021-08-25 20:53:56
Nardaran,40.5561,50.0056,24.8,83,0,4.12,AZ,2021-08-25 20:53:56
Dutse,11.7594,9.3392,22.19,82,100,1.49,NG,2021-08-25 20:53:57
Bathsheba,13.2167,-59.5167,30.34,66,40,7.2,BB,2021-08-25 20:53:57
Indramayu,-6.3264,108.32,24.38,73,39,3.82,ID,2021-08-25 20:53:57
Nālūt,30.3333,10.85,30.38,19,0,4.79,LY,2021-08-25 20:53:59
Minggang,32.4586,114.0486,21.25,75,100,3.31,CN,2021-08-25 20:53:59
Voh,-20.9667,164.7,22.95,72,7,2.43,NC,2021-08-25 20:53:59
Fairbanks,64.8378,-147.7164,14.5,95,90,1.54,US,2021-08-25 20:54:00
Manama,26.2154,50.5832,35.99,53,1,1.54,BH,2021-08-25 20:52:29
Kilrush,52.6397,-9.4833,18.86,84,67,2.31,IE,2021-08-25 20:54:00
Mariehamn,60.0973,19.9348,10.92,100,0,1.03,AX,2021-08-25 20:54:01
Neiafu,-18.65,-173.9833,23.38,64,40,5.14,TO,2021-08-25 20:54:01
Tarpon Springs,28.1461,-82.7568,35.72,56,40,0.45,US,2021-08-25 20:54:02
El Colomo,19.05,-104.25,32.99,72,62,3.64,MX,2021-08-25 20:54:02
Calbuco,-41.768,-73.1273,8.56,87,97,10.57,CL,2021-08-25 20:54:03
